iyear,extended,latitude,longitude,attacktype1,success,suicide,targtype1,gname,nperps,nkill,nwound,property
1970,0,40.697132,-73.931351,7,1,0,4,Left-Wing Militants,1.0,0.0,0.0,1
1970,0,32.500640000000004,-94.741075,3,1,0,8,White supremacists/nationalists,2.0,0.0,0.0,1
1970,0,37.755363,-122.443352,1,1,0,14,Strikers,3.0,0.0,1.0,0
1970,0,41.842602,-87.681229,2,1,0,3,Black Nationalists,2.0,2.0,0.0,1
1970,0,40.697132,-73.931351,7,1,0,12,Black Nationalists,3.0,0.0,0.0,1
1970,0,37.99749,23.762728,4,1,0,6,Arabs,6.0,0.0,0.0,0
1970,1,12.103822000000001,-86.267014,6,1,0,1,Sandinista National Liberation Front (FSLN),4.0,0.0,0.0,0
1970,0,43.939135,-90.820369,3,1,0,21,American Servicemen's Union (ASU),3.0,0.0,0.0,1
1970,0,43.939135,-90.820369,3,1,0,16,American Servicemen's Union (ASU),3.0,0.0,0.0,1
1970,1,-34.891151,-56.187214000000004,6,1,0,2,Tupamaros (Uruguay),4.0,0.0,0.0,0
1970,0,41.842602,-87.681229,3,0,0,21,Black Panthers,1.0,0.0,0.0,1
1970,1,-34.891151,-56.187214000000004,6,1,0,2,Tupamaros (Uruguay),4.0,1.0,0.0,0
1970,0,-34.422436,-58.73775500000001,2,1,0,14,Revolutionary Armed Forces- Argentina (FAR-A),22.0,0.0,0.0,1
1970,0,37.338475,-121.88579399999999,2,1,0,3,Black Nationalists,1.0,1.0,0.0,0
1970,0,45.511795,-122.675629,7,1,0,2,White Panther Party,4.0,0.0,0.0,1
1970,0,-34.891151,-56.187214000000004,6,1,0,2,Tupamaros (Uruguay),5.0,0.0,0.0,0
1970,0,39.464791,-76.829198,7,1,0,2,Left-Wing Militants,2.0,0.0,0.0,1
1970,0,-34.891151,-56.187214000000004,5,1,0,16,Tupamaros (Uruguay),6.0,0.0,0.0,1
1970,0,44.943829,-93.093326,3,0,0,3,Black Panthers,1.0,0.0,1.0,1
1970,0,-34.891151,-56.187214000000004,7,1,0,1,Tupamaros (Uruguay),4.0,2.0,0.0,1
1970,0,-34.891151,-56.187214000000004,1,1,0,2,Tupamaros (Uruguay),4.0,0.0,0.0,1
1970,0,41.82277,-90.538969,3,1,0,3,Black Nationalists,1.0,0.0,2.0,1
1970,1,50.11797,8.644191000000001,4,1,0,6,Popular Front for the Liberation of Palestine (PFLP),2.0,0.0,0.0,1
1970,1,47.36865,8.539182,4,1,0,6,Popular Front for the Liberation of Palestine (PFLP),2.0,0.0,0.0,1
1970,1,52.370216,4.895168,4,1,0,6,Popular Front for the Liberation of Palestine (PFLP),9.0,0.0,0.0,1
1970,0,52.370216,4.895168,4,0,0,6,Popular Front for the Liberation of Palestine (PFLP),2.0,1.0,0.0,0
1970,0,-31.399301,-64.182129,3,1,0,7,Ejercito Revolucionaria del Pueblo (ERP) (Argentina),3.0,0.0,0.0,1
1970,0,-34.891151,-56.187214000000004,3,1,0,1,Tupamaros (Uruguay),4.0,0.0,0.0,1
1970,0,51.504387,-0.140041,6,1,0,7,Jewish Defense League (JDL),4.0,0.0,0.0,0
1970,0,-32.951052000000004,-60.666365,2,1,0,3,Ejercito Revolucionaria del Pueblo (ERP) (Argentina),6.0,0.0,2.0,1
1970,0,41.67086,-83.543846,2,1,0,3,Black Panthers,1.0,1.0,1.0,0
1970,0,42.811978,-70.872638,3,1,0,4,"Weather Underground, Weathermen",2.0,0.0,0.0,1
1970,0,42.350097,-71.156442,2,1,0,3,"Weather Underground, Weathermen",5.0,1.0,0.0,0
1970,0,-34.891151,-56.187214000000004,6,0,0,3,Tupamaros (Uruguay),4.0,0.0,0.0,0
1970,0,40.697132,-73.931351,4,0,0,6,Jewish Defense League (JDL),2.0,0.0,0.0,0
1970,0,39.162608,-76.624689,7,1,0,9,Neo-Nazi extremists,4.0,0.0,0.0,1
1970,0,29.813822,-95.36529499999999,3,1,0,16,Ku Klux Klan,4.0,0.0,0.0,1
1970,1,46.803137,-71.241298,6,1,0,2,Front de Liberation du Quebec (FLQ),4.0,1.0,0.0,0
1970,0,35.724533,51.405190000000005,4,1,0,6,Iranians,3.0,0.0,1.0,0
1970,0,37.005105,-89.17626899999999,2,1,0,3,Black Panthers,16.0,0.0,2.0,1
1970,0,33.62905,-117.691249,7,0,0,4,Left-Wing Militants,2.0,0.0,0.0,0
1970,0,-34.61768,-58.444435,2,1,0,14,Montoneros (Argentina),7.0,0.0,0.0,1
1970,0,-34.864823,-57.90851899999999,2,1,0,14,Montoneros (Argentina),11.0,0.0,0.0,1
1970,0,41.842602,-87.681229,7,1,0,2,Left-Wing Militants,1.0,0.0,0.0,1
1970,0,27.771185,-82.639319,8,1,0,3,Black Nationalists,12.0,0.0,2.0,0
1970,0,-34.61768,-58.444435,3,1,0,2,Peronist Armed Forces (FAP),4.0,0.0,0.0,1
1970,0,-34.61768,-58.444435,2,1,0,4,Peronist Armed Forces (FAP),2.0,0.0,0.0,1
1970,0,27.771185,-82.639319,3,0,0,20,Left-Wing Militants,1.0,0.0,0.0,0
1970,0,-34.891151,-56.187214000000004,7,1,0,1,Tupamaros (Uruguay),4.0,0.0,0.0,1
1970,0,-34.891151,-56.187214000000004,2,1,0,1,Tupamaros (Uruguay),5.0,0.0,0.0,1
1970,0,-34.891151,-56.187214000000004,3,1,0,1,Tupamaros (Uruguay),5.0,0.0,0.0,1
1970,0,-34.891151,-56.187214000000004,3,1,0,1,Tupamaros (Uruguay),4.0,0.0,0.0,1
1970,0,-34.891151,-56.187214000000004,3,1,0,1,Tupamaros (Uruguay),6.0,0.0,0.0,1
1970,0,-34.891151,-56.187214000000004,3,1,0,8,Tupamaros (Uruguay),5.0,0.0,0.0,1
1970,0,-34.891151,-56.187214000000004,1,1,0,10,Tupamaros (Uruguay),5.0,0.0,0.0,1
1970,0,-34.891151,-56.187214000000004,3,1,0,1,Tupamaros (Uruguay),5.0,0.0,0.0,1
1970,0,43.113655,-87.900289,3,1,0,4,Left-Wing Militants,1.0,0.0,0.0,1
1970,0,33.655968,-84.448957,3,1,0,4,Left-Wing Militants,2.0,0.0,1.0,1
1970,0,-31.399301,-64.182129,2,1,0,1,Revolutionary Armed Forces- Argentina (FAR-A),4.0,0.0,0.0,1
1971,1,-34.891151,-56.187214000000004,6,1,0,7,Tupamaros (Uruguay),4.0,0.0,0.0,0
1971,0,-34.891151,-56.187214000000004,1,1,0,3,Tupamaros (Uruguay),4.0,1.0,0.0,0
1971,0,40.697132,-73.931351,3,1,0,4,Left-Wing Militants,1.0,0.0,2.0,1
1971,0,11.583513,37.397019,4,1,0,6,Eritrean Liberation Front,4.0,0.0,0.0,0
1971,0,-34.68631,-58.528473,2,1,0,1,Peronist Armed Forces (FAP),3.0,0.0,0.0,1
1971,0,40.697132,-73.931351,2,1,0,3,Black Liberation Army,1.0,1.0,1.0,0
1971,0,39.930771,32.767540000000004,7,1,0,7,Turkish People's Liberation Army,2.0,0.0,0.0,1
1971,0,-34.891151,-56.187214000000004,2,1,0,8,Tupamaros (Uruguay),4.0,0.0,0.0,1
1971,0,-34.891151,-56.187214000000004,2,1,0,10,Tupamaros (Uruguay),4.0,0.0,0.0,1
1971,0,-34.891151,-56.187214000000004,2,1,0,8,Tupamaros (Uruguay),5.0,0.0,0.0,1
1971,0,18.456792,-69.951164,2,1,0,8,Tony El Pelou Band,8.0,0.0,0.0,1
1971,0,18.456792,-69.951164,2,1,0,10,Tony El Pelou Band,8.0,0.0,0.0,1
1971,0,39.930771,32.767540000000004,3,1,0,4,Turkish People's Liberation Army,1.0,0.0,0.0,1
1971,0,57.696994,11.9865,2,1,0,7,Croatian Nationalists,2.0,0.0,0.0,0
1971,0,41.084195,-81.514059,3,0,0,14,Neo-Nazi extremists,1.0,0.0,0.0,0
1971,1,10.482834,-66.962128,6,1,0,1,Movement of the Revolutionary Left (MIR) (Venezuela),3.0,0.0,0.0,0
1971,0,33.745020000000004,-84.391669,3,1,0,4,Left-Wing Militants,2.0,0.0,0.0,1
1971,0,40.097625,-74.85726899999999,7,1,0,2,Left-Wing Militants,5.0,0.0,0.0,1
1971,0,10.482834,-66.962128,6,1,0,1,Armed Forces of National Liberation- Venezuela (FALN),4.0,0.0,0.0,0
1971,0,10.482834,-66.962128,6,1,0,1,Armed Forces of National Liberation- Venezuela (FALN),3.0,0.0,0.0,0
1971,1,39.930771,32.767540000000004,6,1,0,4,Turkish People's Liberation Army,5.0,0.0,0.0,0
1971,0,29.813822,-95.36529499999999,3,1,0,14,Ku Klux Klan,4.0,0.0,0.0,1
1971,0,-34.891151,-56.187214000000004,2,1,0,10,Tupamaros (Uruguay),4.0,0.0,0.0,1
1971,0,40.697132,-73.931351,7,1,0,1,Armed Revolutionary Independence Movement (MIRA),2.0,0.0,0.0,1
1971,0,-31.399301,-64.182129,3,1,0,10,Ejercito Revolucionaria del Pueblo (ERP) (Argentina),5.0,0.0,0.0,1
1971,0,14.596051000000001,120.97866599999999,4,1,0,6,Students,6.0,0.0,0.0,0
1971,0,33.953348999999996,-117.396156,2,1,0,3,Black Nationalists,3.0,2.0,0.0,1
1971,0,42.24088,-83.613089,6,1,0,14,Ku Klux Klan,5.0,0.0,1.0,0
1971,0,-34.921295,-57.954333,2,1,0,3,Peronist Armed Forces (FAP),12.0,3.0,0.0,1
1971,0,37.424305,-122.14391299999998,7,1,0,8,Student Radicals,2.0,0.0,0.0,1
1971,0,40.697132,-73.931351,1,1,0,22,Black Panthers,8.0,1.0,0.0,0
1971,0,40.697132,-73.931351,2,0,0,3,Black Panthers,3.0,0.0,2.0,0
1971,0,37.906032,-122.545048,3,1,0,1,"Weather Underground, Weathermen",1.0,0.0,0.0,1
1971,0,37.906032,-122.545048,3,1,0,8,Left-wing extremists,1.0,0.0,0.0,1
1971,0,37.791927,-122.22590600000001,3,1,0,1,Left-Wing Militants,2.0,0.0,0.0,1
1971,0,-34.458721000000004,-58.90725,2,1,0,4,Revolutionary Armed Forces- Argentina (FAR-A),6.0,1.0,0.0,1
1971,0,37.874043,-122.280022,1,1,0,4,Left-Wing Militants,1.0,1.0,0.0,0
1971,0,37.625510999999996,-122.432556,7,0,0,1,Left-Wing Militants,2.0,0.0,0.0,0
1971,0,41.842602,-87.681229,2,0,0,3,Black Panthers,4.0,0.0,3.0,0
1971,1,41.106178,28.689863,6,1,0,7,Turkish People's Liberation Army,4.0,1.0,0.0,0
1971,0,37.625510999999996,-122.432556,7,0,0,10,Left-Wing Militants,2.0,0.0,0.0,0
1971,1,-31.399301,-64.182129,6,1,0,1,Ejercito Revolucionaria del Pueblo (ERP) (Argentina),3.0,0.0,0.0,0
1971,0,40.697132,-73.931351,2,1,0,1,Black Liberation Army,4.0,1.0,0.0,1
1971,0,34.097865999999996,-118.407379,3,1,0,4,Chicano Liberation Front,1.0,0.0,0.0,1
1971,0,41.823875,-71.41199399999999,3,1,0,2,Left-Wing Militants,2.0,0.0,0.0,1
1971,0,37.755363,-122.443352,5,1,0,1,Black Liberation Army,0.0,0.0,0.0,1
1971,0,40.697132,-73.931351,2,1,0,1,Black Liberation Army,4.0,0.0,0.0,1
1971,0,37.755363,-122.443352,2,1,0,3,Black Liberation Army,2.0,1.0,0.0,0
1971,0,42.636876,-83.288425,3,1,0,19,Ku Klux Klan,5.0,0.0,0.0,1
1971,0,35.487474,-80.622003,7,1,0,8,White supremacists/nationalists,3.0,0.0,0.0,1
1971,0,37.755363,-122.443352,3,1,0,1,Left-Wing Militants,1.0,0.0,0.0,1
1971,0,42.331685,-83.047924,4,0,0,6,Black Liberation Army,1.0,0.0,0.0,0
1971,0,31.950001,35.933331,4,0,0,6,Al-Fatah,2.0,0.0,0.0,0
1971,0,50.666667,17.933332999999998,3,1,0,8,Anti-Communist extremists,2.0,0.0,0.0,1
1971,0,30.084629,31.334314000000003,1,1,0,2,Black September,4.0,1.0,0.0,0
1972,1,43.15,-2.610278,6,1,0,1,Basque Fatherland and Freedom (ETA),4.0,0.0,0.0,0
1972,0,37.755363,-122.443352,3,0,0,1,Left-Wing Militants,1.0,0.0,0.0,0
1972,0,37.755363,-122.443352,3,0,0,1,Left-Wing Militants,1.0,0.0,0.0,0
1972,0,41.842602,-87.681229,3,0,0,1,Left-Wing Militants,1.0,0.0,0.0,0
1972,0,41.842602,-87.681229,3,0,0,1,Left-Wing Militants,1.0,0.0,0.0,0
1972,0,41.842602,-87.681229,3,0,0,1,Left-Wing Militants,1.0,0.0,0.0,0
1972,0,40.697132,-73.931351,3,0,0,1,Left-Wing Militants,1.0,0.0,0.0,0
1972,0,40.697132,-73.931351,3,0,0,1,Left-Wing Militants,1.0,0.0,0.0,0
1972,0,40.697132,-73.931351,3,0,0,1,Left-Wing Militants,1.0,0.0,0.0,0
1972,0,40.697132,-73.931351,1,1,0,3,Black Liberation Army,3.0,2.0,0.0,0
1972,0,34.06857,-118.027606,1,0,0,14,Jewish Defense League (JDL),1.0,0.0,0.0,0
1972,0,30.084629,31.334314000000003,4,0,0,6,Jordanian National Liberation Movement,1.0,0.0,0.0,0
1972,0,28.585835999999997,77.153336,4,1,0,6,Palestinians,5.0,0.0,0.0,0
1972,0,40.697132,-73.931351,5,1,0,1,Black Liberation Army,4.0,0.0,1.0,1
1972,1,-34.61768,-58.444435,6,1,0,1,Ejercito Revolucionaria del Pueblo (ERP) (Argentina),4.0,1.0,0.0,0
1972,0,41.127098,37.287124,6,1,0,4,Turkish People's Liberation Army,10.0,3.0,0.0,0
1972,1,39.930771,32.767540000000004,4,1,0,6,Turkish Leftists,4.0,0.0,0.0,0
1972,0,48.208174,16.373819,4,1,0,6,Black September,4.0,4.0,5.0,0
1972,0,40.791005,-73.538134,7,1,0,14,Jewish Defense League (JDL),18.0,0.0,0.0,1
1972,0,32.004360999999996,34.888228999999995,3,1,0,6,Japanese Red Army (JRA),5.0,26.0,72.0,1
1972,0,47.610786,-122.33130600000001,4,1,0,6,Black Panthers,2.0,0.0,0.0,1
1972,1,-34.891151,-56.187214000000004,6,1,0,10,OPR-33,4.0,0.0,0.0,0
1972,0,25.774591,-80.21419499999999,4,1,0,6,Black Panthers,5.0,0.0,0.0,1
1972,0,43.230556,-2.8458330000000003,1,1,0,3,Basque Fatherland and Freedom (ETA),4.0,1.0,1.0,0
1972,0,50.836426,4.367415,1,0,0,7,Palestinians,2.0,0.0,1.0,0
1972,0,34.097865999999996,-118.407379,3,1,0,14,Jewish Defense League (JDL),2.0,0.0,0.0,1
1972,0,40.697132,-73.931351,5,1,0,1,Black Liberation Army,6.0,0.0,0.0,1
1972,0,38.878741999999995,-77.10000600000001,2,0,0,1,Left-Wing Militants,4.0,2.0,3.0,0
1972,0,29.813822,-95.36529499999999,2,1,0,3,Black Panthers,2.0,1.0,0.0,0
1972,0,31.950001,35.933331,3,0,0,7,Popular Front for the Liberation of Palestine (PFLP),1.0,1.0,0.0,0
1972,0,31.950001,35.933331,3,1,0,14,Black September,3.0,0.0,0.0,1
1972,0,51.213924,6.780691,1,1,0,3,Baader-Meinhof Group,1.0,1.0,0.0,0
1972,0,-34.68631,-58.528473,1,1,0,4,Ejercito Revolucionaria del Pueblo (ERP) (Argentina),4.0,1.0,0.0,0
1972,0,-34.61768,-58.444435,1,0,0,14,Montoneros (Argentina),3.0,1.0,0.0,0
1972,0,13.785793,100.560852,5,1,0,7,Black September,4.0,0.0,0.0,1
1972,0,40.697132,-73.931351,6,1,0,1,Black Liberation Army,4.0,0.0,0.0,1
1972,0,29.959985999999997,-90.095187,2,1,0,3,Republic of New Afrika,1.0,2.0,2.0,1
1973,0,29.954649,-90.074975,2,1,0,3,Republic of New Afrika,1.0,8.0,20.0,1
1973,1,42.815371999999996,-1.653616,6,1,0,14,Basque Fatherland and Freedom (ETA),4.0,0.0,0.0,0
1973,0,38.908642,-77.015381,2,1,0,15,Black Muslims,7.0,7.0,2.0,0
1973,1,18.527716,-72.33284,6,1,0,7,Coalition of National Brigades,3.0,0.0,0.0,0
1973,0,40.697132,-73.931351,2,1,0,3,Black Liberation Army,2.0,2.0,0.0,0
1973,0,34.097865999999996,-118.407379,1,1,0,7,Armenians,1.0,2.0,0.0,0
1973,0,40.697132,-73.931351,2,1,0,3,Black Liberation Army,2.0,2.0,0.0,0
1973,0,40.697132,-73.931351,2,1,0,1,Black Liberation Army,2.0,0.0,0.0,1
1973,1,43.148513,-102.371903,5,1,0,14,American Indian Movement,200.0,2.0,2.0,1
1973,0,40.697132,-73.931351,3,0,0,6,Black September,1.0,0.0,0.0,0
1973,0,40.697132,-73.931351,3,0,0,1,Black September,1.0,0.0,0.0,0
1973,0,40.697132,-73.931351,3,0,0,1,Black September,1.0,0.0,0.0,0
1973,0,40.697132,-73.931351,2,1,0,3,Black Liberation Army,3.0,0.0,0.0,1
1973,0,-33.967423,-59.205877,2,1,0,21,Ejercito Revolucionaria del Pueblo (ERP) (Argentina),8.0,0.0,0.0,1
1973,1,-34.61768,-58.444435,6,1,0,1,Argentine Liberation Front (FAL),6.0,0.0,0.0,0
1973,1,-34.61768,-58.444435,6,1,0,4,Ejercito Revolucionaria del Pueblo (ERP) (Argentina),3.0,0.0,0.0,0
1973,0,-31.399301,-64.182129,6,0,0,4,Montoneros (Argentina),2.0,1.0,0.0,0
1973,0,48.856644,2.34233,8,1,0,6,Armenians,2.0,0.0,0.0,0
1973,0,48.856644,2.34233,8,1,0,7,Front for Armenian Liberation,2.0,0.0,0.0,0
1973,0,-34.61768,-58.444435,6,1,0,1,Ejercito Revolucionaria del Pueblo (ERP) (Argentina),4.0,0.0,0.0,0
1973,0,35.166719,33.367571000000005,2,1,0,7,Black September,3.0,0.0,0.0,1
1973,0,35.16672,33.367571999999996,2,1,0,6,Black September,4.0,1.0,0.0,1
1973,0,33.550434,35.370964,3,1,0,1,Palestinians,3.0,0.0,0.0,1
1973,0,-34.61768,-58.444435,7,1,0,3,Ejercito Revolucionaria del Pueblo (ERP) (Argentina),4.0,0.0,0.0,1
1973,1,-34.61768,-58.444435,6,1,0,3,Ejercito Revolucionaria del Pueblo (ERP) (Argentina),4.0,0.0,0.0,0
1973,0,41.890961,12.490069,1,1,0,6,Black September,1.0,1.0,0.0,0
1973,0,33.888523,35.503513,3,0,0,7,Black September,9.0,0.0,0.0,0
1973,0,34.516895,69.14701099999999,9,0,0,6,Black December,1.0,0.0,1.0,0
1973,1,20.673343,-103.344177,6,1,0,7,Revolutionary Student Front,4.0,0.0,0.0,0
1973,1,9.3125,-70.606944,4,1,0,6,Zero Point,4.0,0.0,0.0,0
1973,0,40.912456,-73.83827600000001,2,1,0,3,Black Liberation Army,3.0,2.0,0.0,0
1973,1,-34.61768,-58.444435,6,0,0,1,Ejercito Revolucionaria del Pueblo (ERP) (Argentina),4.0,1.0,1.0,0
1973,1,-34.61768,-58.444435,6,1,0,1,Ejercito Revolucionaria del Pueblo (ERP) (Argentina),4.0,0.0,0.0,0
1973,0,35.724533,51.405190000000005,1,1,0,4,Mujahedin-e Khalq (MEK),2.0,1.0,0.0,0
1973,0,40.697132,-73.931351,2,1,0,3,Black Liberation Army,2.0,1.0,0.0,0
1973,0,-31.399301,-64.182129,2,1,0,8,Ejercito Revolucionaria del Pueblo (ERP) (Argentina),3.0,0.0,0.0,1
1973,0,38.98637,-77.096919,1,1,0,7,Popular Front for the Liberation of Palestine (PFLP),1.0,1.0,0.0,0
1973,0,-34.61768,-58.444435,2,1,0,7,Ejercito Revolucionaria del Pueblo (ERP) (Argentina),4.0,0.0,0.0,1
1973,0,51.482917,7.211808,2,0,0,3,2nd of June Movement,2.0,0.0,1.0,0
1973,0,-34.921295,-57.954333,2,1,0,7,Ejercito Revolucionaria del Pueblo (ERP) (Argentina),3.0,0.0,0.0,1
1973,0,44.818611,20.468056,3,1,0,19,Croatian Nationalists,3.0,1.0,7.0,1
1973,0,37.99749,23.762728,3,1,0,6,Black September,2.0,5.0,55.0,1
1973,0,-34.921295,-57.954333,2,1,0,6,Ejercito Revolucionaria del Pueblo (ERP) (Argentina),6.0,0.0,0.0,1
1973,0,41.733244,12.278939,3,0,0,6,Black September,5.0,0.0,0.0,0
1973,1,48.856644,2.34233,5,1,0,7,Black September,5.0,0.0,0.0,1
1973,0,-34.61768,-58.444435,2,1,0,4,Ejercito Revolucionaria del Pueblo (ERP) (Argentina),4.0,1.0,0.0,1
1973,0,-34.61768,-58.444435,2,1,0,10,Ejercito Revolucionaria del Pueblo (ERP) (Argentina),30.0,0.0,1.0,1
1973,0,40.528045,-74.384629,1,1,0,14,Black Muslims,2.0,2.0,0.0,0
1973,0,29.951027000000003,-90.071422,3,0,0,14,White supremacists/nationalists,1.0,0.0,0.0,0
1973,0,20.673343,-103.344177,6,1,0,1,Revolutionary Student Front,4.0,1.0,0.0,0
1973,1,20.673343,-103.344177,6,1,0,7,Revolutionary Student Front,4.0,0.0,0.0,0
1973,1,33.888523,35.503513,5,1,0,1,Lebanese Socialist Revolutionary Organization,2.0,4.0,0.0,1
1973,0,37.755363,-122.443352,6,1,0,14,Zebra killers,3.0,1.0,1.0,0
1973,0,37.755363,-122.443352,6,1,0,14,Zebra killers,1.0,0.0,1.0,0
1973,0,37.755363,-122.443352,2,1,0,14,Zebra killers,1.0,1.0,0.0,0
1973,0,37.791927,-122.22590600000001,1,1,0,8,Symbionese Liberation Army (SLA),1.0,1.0,0.0,0
1973,1,-34.61768,-58.444435,6,1,0,4,Ejercito Revolucionaria del Pueblo (ERP) (Argentina),4.0,0.0,0.0,0
1973,1,-34.61768,-58.444435,6,1,0,1,Ejercito Revolucionaria del Pueblo (ERP) (Argentina),4.0,0.0,0.0,0
1973,1,10.632808,-71.632977,6,1,0,7,Red Flag (Venezuela),2.0,0.0,0.0,0
1973,0,37.755363,-122.443352,2,1,0,14,Zebra killers,2.0,1.0,0.0,0
1973,0,31.771599,35.2034,3,1,0,14,Palestinians,1.0,2.0,18.0,1
1973,1,-34.61768,-58.444435,6,1,0,1,Ejercito Revolucionaria del Pueblo (ERP) (Argentina),3.0,0.0,0.0,0
1973,0,37.755363,-122.443352,2,1,0,14,Zebra killers,3.0,1.0,0.0,0
1973,0,37.755363,-122.443352,2,1,0,14,Zebra killers,2.0,1.0,0.0,0
1973,0,37.755363,-122.443352,2,1,0,14,Zebra killers,3.0,0.0,1.0,0
1973,1,41.890961,12.490069,5,1,0,6,Black September,5.0,30.0,50.0,1
1973,0,40.465595,-3.6962629999999996,1,1,0,2,Basque Fatherland and Freedom (ETA),5.0,3.0,0.0,0
